2026-09-10 08:16:16 | NOT_FOUND  | TMDB_NO_MA | Spider-Man: Far From Home                | Spider-Man: Far From Home                | P:-   B:-   L:-   M:-  
2026-09-10 08:57:35 | NOT_FOUND  | TMDB_NO_MA | Mezz'ora per voi                         | Mezz'ora per voi                         | P:-   B:-   L:-   M:-  
2026-09-10 08:57:35 | NOT_FOUND  | TMDB_NO_MA | L'uomo di casa - Segreti di famiglia     | L'uomo di casa - Segreti di famiglia     | P:-   B:-   L:-   M:-  
2026-09-10 08:57:35 | NOT_FOUND  | TMDB_NO_MA | La grande prateria                       | La grande prateria                       | P:-   B:-   L:-   M:-  
2026-09-10 08:57:36 | NOT_FOUND  | TMDB_NO_MA | Setteventi in TV                         | Setteventi in TV                         | P:-   B:-   L:-   M:-  
2026-09-10 08:57:36 | NOT_FOUND  | TMDB_NO_MA | Radiogiornale                            | Radiogiornale                            | P:-   B:-   L:-   M:-  
2026-09-10 08:57:36 | NOT_FOUND  | TMDB_NO_MA | Modem                                    | Modem                                    | P:-   B:-   L:-   M:-  
2026-09-10 08:57:36 | NOT_FOUND  | TMDB_NO_MA | Millevoci in TV                          | Millevoci in TV                          | P:-   B:-   L:-   M:-  
2026-09-10 08:57:36 | NOT_FOUND  | TMDB_NO_MA | Casa Svizzera                            | Casa Svizzera                            | P:-   B:-   L:-   M:-  
2026-09-10 08:57:38 | NOT_FOUND  | TMDB_NO_MA | Le 8-9                                   | Le 8-9                                   | P:-   B:-   L:-   M:-  
2026-09-10 08:57:41 | NOT_FOUND  | TMDB_NO_MA | Quoi ? Quand ? Où ?                      | Quoi? Quand? Où?                         | P:-   B:-   L:-   M:-  
2026-09-10 08:57:41 | NOT_FOUND  | TMDB_NO_MA | Le Clan Delon - L'impossible héritage    | Le Clan Delon - L'impossible héritage    | P:-   B:-   L:-   M:-  
2026-09-10 08:57:48 | NOT_FOUND  | TMDB_NO_MA | Dans les coulisses de "Vigilante"        | Dans les coulisses de "Vigilante"        | P:-   B:-   L:-   M:-  
2026-09-10 08:57:48 | NOT_FOUND  | TMDB_NO_MA | Coûte que coûte, c'est notre argent      | Coûte que coûte, c'est notre argent      | P:-   B:-   L:-   M:-  
2026-09-10 08:57:56 | NOT_FOUND  | TMDB_NO_MA | Dans votre canap' VIP                    | Dans votre canap' VIP                    | P:-   B:-   L:-   M:-  
2026-09-10 08:58:09 | NOT_FOUND  | TMDB_NO_MA | Dr. House - Medical division             | Dr. House - Medical division             | P:-   B:-   L:-   M:-  
2026-09-10 08:58:11 | NOT_FOUND  | TMDB_NO_MA | Segreti di famiglia                      | Segreti di famiglia                      | P:-   B:-   L:-   M:-  
2026-09-10 08:58:11 | NOT_FOUND  | TMDB_NO_MA | Ore 11                                   | Ore 11                                   | P:-   B:-   L:-   M:-  
2026-09-10 08:58:13 | NOT_FOUND  | TMDB_NO_MA | Traffico                                 | Traffico                                 | P:-   B:-   L:-   M:-  
2026-09-10 08:58:19 | NOT_FOUND  | TMDB_NO_MA | Porta a Porta                            | Porta a Porta                            | P:-   B:-   L:-   M:-  
2026-09-10 08:58:21 | NOT_FOUND  | TMDB_NO_MA | Squadra Speciale Colonia - Indifeso      | Squadra Speciale Colonia - Indifeso      | P:-   B:-   L:-   M:-  
2026-09-10 08:58:21 | NOT_FOUND  | TMDB_NO_MA | Fiamme fatali                            | Fiamme fatali                            | P:-   B:-   L:-   M:-  
2026-09-10 08:58:21 | NOT_FOUND  | TMDB_NO_MA | La morte corre in rete                   | La morte corre in rete                   | P:-   B:-   L:-   M:-  
2026-09-10 08:58:21 | NOT_FOUND  | TMDB_NO_MA | RaiNews24                                | RaiNews24                                | P:-   B:-   L:-   M:-  
2026-09-10 08:58:32 | NOT_FOUND  | TMDB_NO_MA | Spider-Man: Far From Home                | Spider-Man: Far From Home                | P:-   B:-   L:-   M:-  
2026-09-10 08:58:32 | NOT_FOUND  | TMDB_NO_MA | Chief Of Station                         | Chief Of Station                         | P:-   B:-   L:-   M:-  
2026-09-10 08:58:43 | NOT_FOUND  | TMDB_NO_MA | The Hummingbird Project                  | The Hummingbird Project                  | P:-   B:-   L:-   M:-  
2026-09-10 08:58:43 | NOT_FOUND  | TMDB_NO_MA | The Life Of Chuck                        | The Life Of Chuck                        | P:-   B:-   L:-   M:-  
2026-09-10 08:58:43 | NOT_FOUND  | TMDB_NO_MA | The Room Next Door                       | The Room Next Door                       | P:-   B:-   L:-   M:-  
2026-09-10 08:58:44 | NOT_FOUND  | TMDB_NO_MA | The Smashing Machine                     | The Smashing Machine                     | P:-   B:-   L:-   M:-  
2026-09-10 08:58:47 | NOT_FOUND  | TMDB_NO_MA | The Underdoggs                           | The Underdoggs                           | P:-   B:-   L:-   M:-  
2026-09-10 08:58:47 | NOT_FOUND  | TMDB_NO_MA | Skiptrace                                | Skiptrace                                | P:-   B:-   L:-   M:-  
2026-09-10 08:58:49 | NOT_FOUND  | TMDB_NO_MA | Red Eye - 2                              | Red Eye - 2                              | P:-   B:-   L:-   M:-  
2026-09-10 08:58:49 | NOT_FOUND  | TMDB_NO_MA | Broken Spies - 1                         | Broken Spies - 1                         | P:-   B:-   L:-   M:-  
2026-09-10 08:59:02 | NOT_FOUND  | TMDB_NO_MA | Mazal Hatula                             | Mazal Hatula                             | P:-   B:-   L:-   M:-  
2026-09-10 08:59:02 | NOT_FOUND  | TMDB_NO_MA | Abba Ganuv 3                             | Abba Ganuv 3                             | P:-   B:-   L:-   M:-  
2026-09-10 08:59:02 | NOT_FOUND  | TMDB_NO_MA | Midnight Entertainer                     | Midnight Entertainer                     | P:-   B:-   L:-   M:-  
2026-09-10 08:59:02 | NOT_FOUND  | TMDB_NO_MA | Tzanani Family                           | Tzanani Family                           | P:-   B:-   L:-   M:-  
2026-09-10 08:59:02 | NOT_FOUND  | TMDB_NO_MA | The World is Funny                       | The World is Funny                       | P:-   B:-   L:-   M:-  
2026-09-10 08:59:04 | NOT_FOUND  | TMDB_NO_MA | Beyond The Hill - Ep. 26                 | Beyond The Hill                          | P:-   B:-   L:-   M:-  
2026-09-10 08:59:04 | NOT_FOUND  | TMDB_NO_MA | Blooming Lady 3 - Ep. 189                | Blooming Lady                            | P:-   B:-   L:-   M:-  
2026-09-10 08:59:06 | NOT_FOUND  | TMDB_NO_MA | Take My Hand - Ep. 25                    | Take My Hand                             | P:-   B:-   L:-   M:-  
2026-09-10 08:59:06 | NOT_FOUND  | TMDB_NO_MA | Waves of Love - Ep. 11                   | Waves of Love                            | P:-   B:-   L:-   M:-  
2026-09-10 08:59:06 | NOT_FOUND  | TMDB_NO_MA | Little Big Heart - Ep. 22                | Little Big Heart                         | P:-   B:-   L:-   M:-  
2026-09-10 08:59:26 | NOT_FOUND  | TMDB_NO_MA | Grand Hotel - All Secrets Stay Here - Ep | Grand Hotel - All Secrets Stay Here - Ep | P:-   B:-   L:-   M:-  
2026-09-10 08:59:40 | NOT_FOUND  | TMDB_NO_MA | Një zgjim i lavdishëm                    | Një zgjim i lavdishëm                    | P:-   B:-   L:-   M:-  
2026-09-10 08:59:40 | NOT_FOUND  | TMDB_NO_MA | Agjenti 007: Bota nuk mjafton            | Agjenti 007: Bota nuk mjafton            | P:-   B:-   L:-   M:-  
2026-09-10 08:59:40 | NOT_FOUND  | TMDB_NO_MA | Ndarja                                   | Ndarja                                   | P:-   B:-   L:-   M:-  
2026-09-10 08:59:40 | NOT_FOUND  | TMDB_NO_MA | Ikje nga biblioteka e z.Limonçelo        | Ikje nga biblioteka e z.Limonçelo        | P:-   B:-   L:-   M:-  
2026-09-10 08:59:40 | NOT_FOUND  | TMDB_NO_MA | Rojtarët e Galaktikës 3                  | Rojtarët e Galaktikës 3                  | P:-   B:-   L:-   M:-  
2026-09-10 08:59:43 | NOT_FOUND  | TMDB_NO_MA | Të Bukura dhe Vdekjeprurëse              | Të Bukura dhe Vdekjeprurëse              | P:-   B:-   L:-   M:-  
2026-09-10 08:59:43 | NOT_FOUND  | TMDB_NO_MA | Mbi trupin tënd                          | Mbi trupin tënd                          | P:-   B:-   L:-   M:-  
2026-09-10 08:59:43 | NOT_FOUND  | TMDB_NO_MA | Ti, Unë dhe Toskana                      | Ti, Unë dhe Toskana                      | P:-   B:-   L:-   M:-  
2026-09-10 08:59:43 | NOT_FOUND  | TMDB_NO_MA | Majk, Nik, Nik dhe Elis                  | Majk, Nik, Nik dhe Elis                  | P:-   B:-   L:-   M:-  
2026-09-10 08:59:45 | NOT_FOUND  | TMDB_NO_MA | Merr dhe lër                             | Merr dhe lër                             | P:-   B:-   L:-   M:-  
2026-09-10 08:59:45 | NOT_FOUND  | TMDB_NO_MA | Mbreti Majmun 2                          | Mbreti Majmun 2                          | P:-   B:-   L:-   M:-  
2026-09-10 08:59:45 | NOT_FOUND  | TMDB_NO_MA | Intuita                                  | Intuita                                  | P:-   B:-   L:-   M:-  
2026-09-10 08:59:45 | NOT_FOUND  | TMDB_NO_MA | Dublantja e nuses                        | Dublantja e nuses                        | P:-   B:-   L:-   M:-  
2026-09-10 08:59:46 | NOT_FOUND  | TMDB_NO_MA | Drakula: Historia e patreguar            | Drakula: Historia e patreguar            | P:-   B:-   L:-   M:-  
2026-09-10 08:59:49 | NOT_FOUND  | TMDB_NO_MA | Dy metra larg teje                       | Dy metra larg teje                       | P:-   B:-   L:-   M:-  
2026-09-10 08:59:49 | NOT_FOUND  | TMDB_NO_MA | Mufasa: Mbreti Luan                      | Mufasa: Mbreti Luan                      | P:-   B:-   L:-   M:-  
2026-09-10 08:59:49 | NOT_FOUND  | TMDB_NO_MA | Sirena e Vogël                           | Sirena e Vogël                           | P:-   B:-   L:-   M:-  
2026-09-10 08:59:49 | NOT_FOUND  | TMDB_NO_MA | Një polic në Beverly Hills: Aksel F      | Një polic në Beverly Hills: Aksel F      | P:-   B:-   L:-   M:-  
2026-09-10 08:59:49 | NOT_FOUND  | TMDB_NO_MA | Enola Holms                              | Enola Holms                              | P:-   B:-   L:-   M:-  
2026-09-10 08:59:51 | NOT_FOUND  | TMDB_NO_MA | Përmes perëndimit - pjesa e katërt       | Përmes perëndimit - pjesa e katërt       | P:-   B:-   L:-   M:-  
2026-09-10 08:59:51 | NOT_FOUND  | TMDB_NO_MA | Shumë vështirë për të vrarë              | Shumë vështirë për të vrarë              | P:-   B:-   L:-   M:-  
2026-09-10 08:59:51 | NOT_FOUND  | TMDB_NO_MA | Renegatët e Beitaunit                    | Renegatët e Beitaunit                    | P:-   B:-   L:-   M:-  
2026-09-10 08:59:51 | NOT_FOUND  | TMDB_NO_MA | Zemërdragoi                              | Zemërdragoi                              | P:-   B:-   L:-   M:-  
2026-09-10 08:59:51 | NOT_FOUND  | TMDB_NO_MA | Tri mbretëritë                           | Tri mbretëritë                           | P:-   B:-   L:-   M:-  
2026-09-10 08:59:52 | NOT_FOUND  | TMDB_NO_MA | Toka e premtuar                          | Toka e premtuar                          | P:-   B:-   L:-   M:-  
2026-09-10 08:59:52 | NOT_FOUND  | TMDB_NO_MA | Katër martesa dhe një funeral            | Katër martesa dhe një funeral            | P:-   B:-   L:-   M:-  
2026-09-10 08:59:52 | NOT_FOUND  | TMDB_NO_MA | Zhizhi                                   | Zhizhi                                   | P:-   B:-   L:-   M:-  
2026-09-10 08:59:52 | NOT_FOUND  | TMDB_NO_MA | Diell dhe portokalle                     | Diell dhe portokalle                     | P:-   B:-   L:-   M:-  
2026-09-10 08:59:52 | NOT_FOUND  | TMDB_NO_MA | Zhelani milioner                         | Zhelani milioner                         | P:-   B:-   L:-   M:-  
2026-09-10 08:59:53 | NOT_FOUND  | TMDB_NO_MA | Një dasmë paranormale                    | Një dasmë paranormale                    | P:-   B:-   L:-   M:-  
2026-09-10 08:59:53 | NOT_FOUND  | TMDB_NO_MA | E paplotësuar                            | E paplotësuar                            | P:-   B:-   L:-   M:-  
2026-09-10 08:59:53 | NOT_FOUND  | TMDB_NO_MA | Këshilltarja e dashurisë                 | Këshilltarja e dashurisë                 | P:-   B:-   L:-   M:-  
2026-09-10 08:59:53 | NOT_FOUND  | TMDB_NO_MA | Klubi i grave të para                    | Klubi i grave të para                    | P:-   B:-   L:-   M:-  
2026-09-10 08:59:53 | NOT_FOUND  | TMDB_NO_MA | Një fundjavë pa internet                 | Një fundjavë pa internet                 | P:-   B:-   L:-   M:-  
2026-09-10 08:59:54 | NOT_FOUND  | TMDB_NO_MA | Mendje vdekjeprurëse                     | Mendje vdekjeprurëse                     | P:-   B:-   L:-   M:-  
2026-09-10 08:59:54 | NOT_FOUND  | TMDB_NO_MA | Robër të dimrit                          | Robër të dimrit                          | P:-   B:-   L:-   M:-  
2026-09-10 08:59:54 | NOT_FOUND  | TMDB_NO_MA | Sakrifica                                | Sakrifica                                | P:-   B:-   L:-   M:-  
2026-09-10 08:59:54 | NOT_FOUND  | TMDB_NO_MA | I humbur                                 | I humbur                                 | P:-   B:-   L:-   M:-  
2026-09-10 08:59:54 | NOT_FOUND  | TMDB_NO_MA | Xhesi Stoun 4 - Terren i rrezikshëm      | Xhesi Stoun                              | P:-   B:-   L:-   M:-  
2026-09-10 08:59:55 | NOT_FOUND  | TMDB_NO_MA | Gëzuar Vitin e Ri                        | Gëzuar Vitin e Ri                        | P:-   B:-   L:-   M:-  
2026-09-10 08:59:55 | NOT_FOUND  | TMDB_NO_MA | Në vend të luleve                        | Në vend të luleve                        | P:-   B:-   L:-   M:-  
2026-09-10 08:59:55 | NOT_FOUND  | TMDB_NO_MA | Udhëtimi i pakohë                        | Udhëtimi i pakohë                        | P:-   B:-   L:-   M:-  
2026-09-10 08:59:55 | NOT_FOUND  | TMDB_NO_MA | Rekordi                                  | Rekordi                                  | P:-   B:-   L:-   M:-  
2026-09-10 08:59:55 | NOT_FOUND  | TMDB_NO_MA | Dita ime e fundit pa ty                  | Dita ime e fundit pa ty                  | P:-   B:-   L:-   M:-  
2026-09-10 08:59:56 | NOT_FOUND  | TMDB_NO_MA | Po kthehem në shtëpi                     | Po kthehem në shtëpi                     | P:-   B:-   L:-   M:-  
2026-09-10 08:59:56 | NOT_FOUND  | TMDB_NO_MA | Këngë për Marionën                       | Këngë për Marionën                       | P:-   B:-   L:-   M:-  
2026-09-10 08:59:56 | NOT_FOUND  | TMDB_NO_MA | Koncerti                                 | Koncerti                                 | P:-   B:-   L:-   M:-  
2026-09-10 08:59:56 | NOT_FOUND  | TMDB_NO_MA | S'duam fëmijë                            | S'duam fëmijë                            | P:-   B:-   L:-   M:-  
2026-09-10 08:59:56 | NOT_FOUND  | TMDB_NO_MA | Udhëtimi i fundit                        | Udhëtimi i fundit                        | P:-   B:-   L:-   M:-  
2026-09-10 08:59:58 | NOT_FOUND  | TMDB_NO_MA | Perandoria                               | Perandoria                               | P:-   B:-   L:-   M:-  
2026-09-10 09:00:00 | NOT_FOUND  | TMDB_NO_MA | Fisi i faunës 13                         | Fisi i faunës 13                         | P:-   B:-   L:-   M:-  
2026-09-10 09:00:00 | NOT_FOUND  | TMDB_NO_MA | Fisi i faunës 14                         | Fisi i faunës 14                         | P:-   B:-   L:-   M:-  
2026-09-10 09:00:00 | NOT_FOUND  | TMDB_NO_MA | Dita e parë e emërimit                   | Dita e parë e emërimit                   | P:-   B:-   L:-   M:-  
2026-09-10 09:00:00 | NOT_FOUND  | TMDB_NO_MA | ABC...ZH                                 | ABC...ZH                                 | P:-   B:-   L:-   M:-  
2026-09-10 09:00:00 | NOT_FOUND  | TMDB_NO_MA | Cuca e maleve                            | Cuca e maleve                            | P:-   B:-   L:-   M:-  
2026-09-10 09:00:02 | NOT_FOUND  | TMDB_NO_MA | Zjarr TV                                 | Zjarr TV                                 | P:-   B:-   L:-   M:-  
2026-09-10 09:00:04 | NOT_FOUND  | TMDB_NO_MA | Princezna Nevěsta                        | Princezna Nevěsta                        | P:-   B:-   L:-   M:-  
2026-09-10 09:00:04 | NOT_FOUND  | TMDB_NO_MA | Operace Valkýra                          | Operace Valkýra                          | P:-   B:-   L:-   M:-  
2026-09-10 09:00:04 | NOT_FOUND  | TMDB_NO_MA | Pán Domu                                 | Pán Domu                                 | P:-   B:-   L:-   M:-  
2026-09-10 09:00:26 | NOT_FOUND  | TMDB_NO_MA | Knjižničar 2: Potraga za blagom kralja S | Knjižničar 2: Potraga za blagom kralja S | P:-   B:-   L:-   M:-  
2026-09-10 09:00:26 | NOT_FOUND  | TMDB_NO_MA | Plava laguna, film                       | Plava laguna                             | P:-   B:-   L:-   M:-  
2026-09-10 09:00:26 | NOT_FOUND  | TMDB_NO_MA | Gola istina, film                        | Gola istina                              | P:-   B:-   L:-   M:-  
2026-09-10 09:00:26 | NOT_FOUND  | TMDB_NO_MA | Muškarac u kući, film                    | Muškarac u kući                          | P:-   B:-   L:-   M:-  
2026-09-10 09:00:29 | NOT_FOUND  | TMDB_NO_MA | Harry Potter a Princ dvojí krve          | Harry Potter a Princ dvojí krve          | P:-   B:-   L:-   M:-  
2026-09-10 09:00:29 | NOT_FOUND  | TMDB_NO_MA | P.S. Miluji Tě                           | P.S. Miluji Tě                           | P:-   B:-   L:-   M:-  
2026-09-10 09:00:29 | NOT_FOUND  | TMDB_NO_MA | Když se zamiluje mrzout                  | Když se zamiluje mrzout                  | P:-   B:-   L:-   M:-  
2026-09-10 09:00:29 | NOT_FOUND  | TMDB_NO_MA | Jak mi Jane Austenová zničila život      | Jak mi Jane Austenová zničila život      | P:-   B:-   L:-   M:-  
